Subject,Movement,Segment,TotalAngleAvgError,TotalEulerAvgError,MeanSquaredError,Standard Deviation
P1,2,RightForeArm,355.1227472790245,[1.90242895 2.58057099 2.91823633],8.540686346508915,2.9224452683513022
P1,2,RightHand,4.864744265340462,[3.48697668 1.26278562 2.78178739],1.6967489851430928,1.302593177144381
P1,2,LeftShoulder,351.94298864404794,[3.14383694 5.33939023 4.90436015],7.708207029606495,2.7763657953530716
P1,2,LeftUpperArm,14.588124490294254,[9.48667312 7.09217463 5.50501423],1.7137147512222657,1.3090892831362824
P1,2,LeftForeArm,350.39935794842285,[1.84438995 8.44112699 3.43056279],18.3406995544077,4.28260429580036
P1,2,LeftHand,17.50846094350024,[ 6.27916555 15.93733323  3.80035536],4.6443060194837065,2.1550652007500157
P1,2,RightUpperLeg,9.944998049604935,[0.63018127 0.56581518 9.85265902],2.3670639184976467,1.5385265413692566
P1,2,RightLowerLeg,2.0821899193849833,[0.51207422 0.53789663 1.90070514],9.559103599224192,3.091780004984862
P1,2,RightFoot,7.748286281163852,[1.30607796 0.47312028 7.31178036],1.015071088711781,1.0075073640980403
P1,2,LeftUpperLeg,7.2719545273564785,[1.55442239 1.05713178 6.85322569],0.7339801899719103,0.8567264382356309
P1,2,LeftLowerLeg,5.2257876466035365,[2.53969042 1.85746597 3.71659198],7.5133046742385945,2.741040801272136
P1,2,LeftFoot,2.1554824135885586,[0.26344859 0.2053686  2.10905938],0.2915517502328261,0.5399553224414276
P1,3,Pelvis,2.4065246726479153,[1.06500283 0.61764634 1.8679332 ],0.3832940593058967,0.6191074699160855
P1,3,T8,18.11414744226507,[10.89891838  2.02365284 13.62288081],355.4452800093255,18.85325648288182
P1,3,Head,3.826084359265377,[2.69410208 1.30891434 2.15558763],8.670167213861378,2.9445147671325027
P1,3,RightShoulder,13.72568359714245,[8.34257494 9.1638584  3.88383817],41.31351405327505,6.42755894980941
P1,3,RightUpperArm,8.858224288467694,[5.59591981 4.35179244 4.51017306],25.56068986325832,5.055758089867267
P1,3,RightForeArm,355.2642845175877,[1.61351234 2.44172585 3.0661772 ],1.2331151709412242,1.110457190053369
P1,3,RightHand,5.823064321803123,[5.65504424 0.37749575 1.24598937],0.28522463299972944,0.5340642592420218
P1,3,LeftShoulder,348.0459194035785,[4.78383445 8.69572012 6.52895146],14.199495223597536,3.768221758813769
P1,3,LeftUpperArm,10.977896143333998,[8.37022363 4.00262097 3.84802121],7.512333367014968,2.7408636170037664
P1,3,LeftForeArm,350.2266429478658,[1.84437863 9.10957206 1.86332483],18.27185292196362,4.27455879851519
P1,3,LeftHand,15.926474813651124,[ 3.96582626 15.21133045  1.94931634],5.45446059125118,2.3354786642680296
P1,3,RightUpperLeg,6.816776068382656,[0.72616028 0.38844599 6.72626567],0.7937399023516349,0.8909208171053334
P1,3,RightLowerLeg,5.127200368009677,[0.45579001 1.05303096 4.9215795 ],2.2409825319912144,1.4969911596236012
P1,3,RightFoot,10.804954783939877,[ 1.96918452  0.45717611 10.28105023],0.8424558464333182,0.917853935238782
P1,3,LeftUpperLeg,9.041680940732416,[2.50096769 1.19218376 8.39779398],1.33183384856164,1.154051059772331
P1,3,LeftLowerLeg,9.835712445055773,[4.93997463 1.72936548 7.04031464],21.0129969315968,4.583993557106816
P1,3,LeftFoot,1.1668741591348288,[0.47883819 0.1204571  0.96044401],0.6460125929797637,0.8037490858344808
P1,4,Pelvis,10.825263159810472,[2.16277427 4.47794372 9.29712035],5.899840885474103,2.42895880687057
P1,4,T8,8.339396626456658,[1.72870987 2.79269318 7.48999151],1.5487533511742875,1.2444891928716326
P1,4,Head,5.815766326902641,[5.40215891 1.3339963  1.06792051],14.164590603424807,3.7635874645642033
P1,4,RightShoulder,5.714898286742637,[3.01425936 2.22977756 3.86003387],1.7798651354685395,1.334115862835211
P1,4,RightUpperArm,9.548769890827375,[4.17894854 8.06484452 1.21278935],8.269635121446681,2.8756973278574853
P1,4,RightForeArm,352.8117450076036,[4.69375654 3.51586143 3.3504692 ],6.76270307176358,2.600519769539078
P1,4,RightHand,5.716460597945452,[5.46178704 0.2186655  1.63811832],0.7188908794828096,0.8478743300058149
P1,4,LeftShoulder,352.00685227930364,[4.80791147 2.83469741 5.79201423],0.17160592280851414,0.4142534523797166
P1,4,LeftUpperArm,6.31327438115114,[2.76594557 4.53977754 2.34316141],3.0223204955122775,1.7384822390557453
P1,4,LeftForeArm,354.218384088701,[1.8809536  5.16787379 1.21025156],0.7366441324528304,0.858279751859981
P1,4,LeftHand,12.163311301039485,[ 3.01253815 11.44656148  1.6237453 ],1.6352384323342513,1.278764416276216
P1,4,RightUpperLeg,6.635064130654261,[2.49377905 2.65813633 3.90225831],214.9706183675374,14.661876359031861
P1,4,RightLowerLeg,15.180406753579968,[ 3.50760663  6.48631689 11.49338721],137.89177025273364,11.74273265695569
P1,4,RightFoot,15.21604938063069,[ 1.7548762   1.16148555 14.26986432],95.14567895282859,9.754264654643556
P1,4,LeftUpperLeg,13.36034618608629,[ 4.76007109  1.68520719 11.12591003],223.1412612105726,14.937913549440985
P1,4,LeftLowerLeg,nan,[3.69251266 4.1133382  8.74592444],nan,nan
P1,4,LeftFoot,5.215473909908658,[1.10958922 0.76994189 1.71850584],950.1717656602489,30.824856295857227
P1,5,Pelvis,7.2701712265997465,[1.39052699 2.39727628 6.2001955 ],1.7479356964891384,1.3220951919166557
P1,5,T8,17.56774252630678,[ 9.81794474 12.99171489  6.97696739],131.89630963117898,11.484611862452251
P1,5,Head,7.171966568169658,[4.06793516 0.9626817  5.21252432],9.626085235438467,3.102593308095418
P1,5,RightShoulder,15.652497122186213,[12.66984335  6.27607188  4.1427481 ],68.32337131298947,8.265795261981117
P1,5,RightUpperArm,16.2548480097529,[ 4.17517028 14.85634741  3.20289131],21.965456985270716,4.686732015516859
P1,5,RightForeArm,355.6461330155521,[1.96486308 3.72552703 0.64450232],0.7422068260559889,0.861514263408325
P1,5,RightHand,4.734258564227593,[4.26248634 1.50263408 1.45835119],0.04107337438968645,0.20266567146333997
P1,5,LeftShoulder,351.45592978288954,[3.0169967  5.13458447 5.69395929],14.68022115997767,3.8314776731670603
P1,5,LeftUpperArm,6.241468587170082,[1.79990634 5.65633274 1.3341115 ],14.90489050880247,3.8606852382449506
P1,5,LeftForeArm,357.1809671952458,[2.05261083 1.40699838 0.72138768],0.9168415413797354,0.9575184287415754
P1,5,LeftHand,19.39460910190484,[ 4.10878439 18.48970319  4.9081529 ],0.038020634762896265,0.1949888067630967
P1,5,RightUpperLeg,5.829292961594579,[1.83429988 1.45418924 5.26998961],0.3772692274487089,0.6142224576232205
P1,5,RightLowerLeg,6.5609719426781465,[0.76489736 3.21676717 5.59078259],0.6920897262704934,0.8319193027394505
P1,5,RightFoot,16.269673619927335,[ 0.33692878  0.49808364 16.25637014],0.08912176145564431,0.2985326807162732
P1,5,LeftUpperLeg,9.813176799291414,[0.76376447 0.3816827  9.77419228],0.5337237058319263,0.7305639642303241
P1,5,LeftLowerLeg,29.3910930084203,[ 2.12405258  2.43410257 29.16085145],2.6923415332159957,1.6408356204129637
P1,5,LeftFoot,5.445270178818768,[0.18820066 0.35393598 5.42847573],0.33018432267829334,0.5746166745564327
P1,6,Pelvis,2.6556513669488564,[1.31289147 0.79455157 1.85911247],0.22693830268474932,0.47638041803242637
P1,6,T8,12.4303540283715,[4.92423136 6.032016   9.22180868],9.93010205677347,3.1512064446452044
P1,6,Head,5.398184616970823,[4.26934781 1.83448755 1.86854704],3.8590668920871476,1.964450786374438
P1,6,RightShoulder,8.860199530840587,[5.37272052 5.17337698 3.76647865],2.3530339768527164,1.5339602266202068
P1,6,RightUpperArm,31.18181731981419,[ 9.33156398 29.64143054  3.56905522],7.088607868474308,2.6624439653210183
P1,6,RightForeArm,355.9823556278637,[1.62505226 1.29516819 2.72189571],3.7543941542696557,1.9376259066882997
P1,6,RightHand,4.819479699842723,[4.51867182 0.47613967 1.43266796],0.0742982080127043,0.27257697630706873
P1,6,LeftShoulder,353.6629633515807,[1.43645519 4.48715865 3.85337024],4.958060827436875,2.226670345479293
P1,6,LeftUpperArm,3.8670703409993603,[2.8915777  2.0854046  1.28485731],0.6442670807102778,0.8026624948945091
P1,6,LeftForeArm,358.00323583708285,[1.26546892 0.42899687 1.3950945 ],0.1974311491390095,0.4443322508427781
P1,6,LeftHand,23.418468763816836,[ 2.62421721 22.85656294  4.63544109],0.48827291747827706,0.6987652806760487
P1,6,RightUpperLeg,4.842922799842437,[0.78568444 1.94314457 4.04538546],5.955954967737693,2.440482527644419
P1,6,RightLowerLeg,13.623605479991456,[ 0.64146016  4.19463747 12.91731238],16.312404847845155,4.038861825792652
P1,6,RightFoot,18.521419824929,[ 0.5788399   0.37448501 18.50650224],0.18405705612131104,0.42901871301996963
P1,6,LeftUpperLeg,8.266422022751623,[0.99011823 0.65957635 8.04437251],24.253302920409784,4.924764250236734
P1,6,LeftLowerLeg,8.827854492222071,[1.54393259 0.82654313 8.55308713],25.860954844806674,5.085366736510424
P1,6,LeftFoot,1.380490226590178,[0.11677071 0.19061157 1.31224401],0.611710474151783,0.7821192199094605
P1,7,Pelvis,5.143665288937398,[1.24360585 1.90640543 3.98595703],2.2524768956421015,1.5008254047830152
P1,7,T8,10.01744717691326,[1.13591373 7.85679525 3.30427122],26.27516939448399,5.125931075861632
P1,7,Head,5.668932570787164,[5.00858028 0.73315386 1.85223843],7.036557167583134,2.652650969800425
P1,7,RightShoulder,20.30030051947429,[ 2.99053941 16.01789104  8.3523364 ],155.52130238446543,12.470818031888102
P1,7,RightUpperArm,28.077587887074657,[11.72563353 23.66748366  7.3712364 ],14.13466417063084,3.759609576888382
P1,7,RightForeArm,356.4388758782299,[0.96115064 1.19062974 2.79181416],4.3930632701575485,2.0959635660377183
P1,7,RightHand,4.986166992966324,[4.62346463 0.81960221 1.58395738],0.1489741437520635,0.3859716877596898
P1,7,LeftShoulder,350.1329340469806,[3.21603337 8.23465737 3.15954058],10.88759946392338,3.2996362623664113
P1,7,LeftUpperArm,9.074423058491833,[5.4088349  3.97907444 3.60708838],13.057692458201192,3.6135429232542946
P1,7,LeftForeArm,355.86546938292037,[1.46043248 1.07831719 3.40279383],5.611967709787395,2.368959203909471
P1,7,LeftHand,26.85817136157542,[ 3.95911774 25.82999649  6.89204179],1.8931504971523379,1.3759180561182915
P1,7,RightUpperLeg,6.653204301592969,[1.58649712 1.54569358 5.8265395 ],4.775905596112517,2.185384541931355
P1,7,RightLowerLeg,20.57180117381232,[ 3.9688332   2.23955787 19.60436803],132.98791827634025,11.532038773622826
P1,7,RightFoot,19.19695080102992,[ 1.0364411   0.59609949 19.14766469],2.6134973644442177,1.6166314869023855
P1,7,LeftUpperLeg,6.555474599357354,[1.66545772 0.78171901 6.0332029 ],12.176771049271993,3.489523040369843
P1,7,LeftLowerLeg,21.047774059431024,[ 3.15066059  3.52758223 20.20570699],48.41486406489366,6.958079049916986
P1,7,LeftFoot,8.077698474309907,[0.48947007 0.53236368 8.02035835],1.75362818302875,1.324246269780946
P1,8,Pelvis,19.22149342129791,[ 3.69094458 15.57733455  9.73392862],129.3451051062418,11.372998949540168
P1,8,T8,15.730087054500792,[ 8.35310042 10.35517507  9.07835166],216.31882016004323,14.707780939354626
P1,8,Head,31.18572431646859,[ 8.46846622 27.76798646 12.2180573 ],14.941651236875522,3.865443213510648
P1,8,RightShoulder,13.153941786979921,[9.38728141 5.97113696 4.28395734],58.054682825035556,7.619362363415692
P1,8,RightUpperArm,20.012545155471898,[15.22597843  8.98515854  5.95977285],20.4209675905439,4.518956471415043
P1,8,RightForeArm,354.95762962696267,[1.45161817 2.98645268 3.33694717],8.565463809700015,2.9266813645663605
P1,8,RightHand,4.6575800949073525,[4.21030989 0.85317679 1.69983651],0.08145426056526071,0.2854019281036145
P1,8,LeftShoulder,352.70122085778775,[3.3369917  5.64828787 1.9660154 ],16.150498126048515,4.018768234925786
P1,8,LeftUpperArm,11.006857393733368,[4.00760235 9.59309965 2.63627456],14.780392058188948,3.8445275468110447
P1,8,LeftForeArm,355.0228478340412,[2.58876857 2.46922554 3.06561887],18.328309812221374,4.281157531815592
P1,8,LeftHand,23.486125825449033,[ 2.41559339 22.8739516   4.93475742],0.42715406792334815,0.6535702471221806
P1,8,RightUpperLeg,21.696860346453683,[ 9.4551181   8.58160222 15.06946733],303.60450945332843,17.424250613823496
P1,8,RightLowerLeg,16.812508439138455,[ 3.26907799 10.69503385 10.09811624],89.88687858008817,9.480869083585542
P1,8,RightFoot,23.23357569688951,[ 2.68355601  1.12048339 22.91215769],94.69940585008531,9.73136197302748
P1,8,LeftUpperLeg,20.184942659718665,[ 2.50673991  2.69873346 19.4902782 ],347.62509795347194,18.644706968828228
P1,8,LeftLowerLeg,29.234618114763904,[ 4.32185088 12.75139178 22.01476322],62.74762452922995,7.921339819072904
P1,8,LeftFoot,8.894715311242384,[1.78977938 0.93298201 8.37754906],33.13396854919941,5.756211301646197
P1,9,Pelvis,17.726679452717807,[ 4.92953756 12.60014682 12.01966286],0.8209123061576195,0.9060421105873719
P1,9,T8,12.789023369000512,[8.85625223 2.7093927  8.0461901 ],73.31134756693395,8.562204597353064
P1,9,Head,23.415481073321647,[18.20608737 11.51787652 10.76296943],3.245241190895028,1.8014552980562764
P1,9,RightShoulder,23.15681637966139,[ 7.55005411 19.87231261  5.16187922],273.30266695448523,16.53186822335834
P1,9,RightUpperArm,12.108724675499644,[7.45666693 7.53769575 1.97728749],26.482638554857232,5.146128501588085
P1,9,RightForeArm,352.2558453280149,[5.32679817 3.90784277 1.55379495],11.964386289593353,3.4589573992163234
P1,9,RightHand,5.846263147026305,[4.35230402 3.20890296 1.58064027],3.46456448319973,1.8613340600761945
P1,9,LeftShoulder,349.0849518916671,[1.7809146  9.00348731 4.21175558],23.436672204017018,4.84114368760286
P1,9,LeftUpperArm,12.518048248638586,[9.42350569 7.51495867 1.36411558],27.888733433021677,5.280978454133446
P1,9,LeftForeArm,349.20445636360864,[4.37292273 8.31680921 1.49211627],48.92212765260085,6.994435477763795
P1,9,LeftHand,19.03022759135886,[ 2.51360724 18.62266406  2.84606336],4.810915209135259,2.19337985974506
P1,9,RightUpperLeg,5.658494237982632,[4.22575354 0.64796764 3.57358407],0.4972914302916741,0.705188932337763
P1,9,RightLowerLeg,12.883876215853295,[ 2.43755197  4.55084509 11.87975077],0.8095805021131488,0.8997669154359638
P1,9,RightFoot,18.893479346925666,[ 0.46753637  0.15440057 18.88578088],0.1032859227731438,0.32138127321476556
P1,9,LeftUpperLeg,5.595660297186145,[2.93735129 1.13346554 4.55638431],0.9879634912746263,0.993963526128915
P1,9,LeftLowerLeg,29.6586158190453,[ 4.66796586  3.66154833 28.9173625 ],2.3909697757211243,1.546276099447031
P1,9,LeftFoot,8.005881372895518,[0.15091839 0.28956689 7.99776561],0.2244484365652367,0.4737598933692432
P1,10,Pelvis,15.303520867950837,[ 4.59126059  9.58070866 11.15405999],2.347488358551464,1.5321515455565953
P1,10,T8,22.02430109913642,[15.63105297 11.0129437  14.4424181 ],507.01052769259616,22.516894272803167
P1,10,Head,34.166090547613024,[21.16538895 26.03755051 13.19346884],5.7345082422852105,2.394683328184587
P1,10,RightShoulder,26.70518649551636,[ 5.46293863 25.16242745  7.32798613],271.8083264519667,16.48661052041828
P1,10,RightUpperArm,15.629880679892825,[9.32922356 8.54413894 5.95198166],50.603208783873335,7.113593239978888
P1,10,RightForeArm,350.8858234926583,[6.16225893 3.92914675 3.28237751],14.450778744477818,3.8014179912866486
P1,10,RightHand,5.559323999416748,[4.53248927 2.04847076 1.65302243],1.9264232522064004,1.3879565022746212
P1,10,LeftShoulder,342.6377105761773,[ 4.48670373 13.02916421  7.10600947],12.832031585419793,3.582182517044573
P1,10,LeftUpperArm,13.468964841167237,[8.47641445 8.59075299 1.87880673],25.72703229910864,5.072182202869751
P1,10,LeftForeArm,353.4194339054703,[2.48514729 4.79490944 2.43912196],12.74355542900631,3.569811679767759
P1,10,LeftHand,19.278398542214966,[ 2.12817629 18.82405634  2.80227214],4.271742122642821,2.0668193251087095
P1,10,RightUpperLeg,5.917276481403835,[5.65541471 0.67973755 1.28997956],5.882368523414046,2.4253594627217727
P1,10,RightLowerLeg,27.731526967541,[ 2.72782865  4.09035457 27.39584933],0.8728073127530726,0.9342415708761158
P1,10,RightFoot,20.38995274209244,[ 0.69426788  0.23535855 20.37426111],0.33885221451076886,0.5821101395017689
P1,10,LeftUpperLeg,3.5059515266126726,[3.12175027 0.43409952 1.36242905],0.47566206578477216,0.6896825833561205
P1,10,LeftLowerLeg,28.35443197695976,[ 5.80551735  5.05741301 27.01451338],9.232425916689149,3.038490730064706
P1,10,LeftFoot,6.633550376263627,[0.20413977 0.48763436 6.60959044],0.5402832241791536,0.7350396072179741
P1,11,Pelvis,16.614775840397588,[ 4.41055082 11.76323857 11.3206523 ],0.3802576487512896,0.6166503456183979
P1,11,T8,16.95819333441284,[10.07990529  8.16660455 11.21099786],211.20417623264458,14.532865382733185
P1,11,Head,32.01130972455929,[23.74783014 19.54975237 13.52206817],10.084482228670932,3.175607379489935
P1,11,RightShoulder,27.2857892866535,[10.06295485 22.89277686 10.68982093],253.81086412603977,15.931442625388316
P1,11,RightUpperArm,16.161140296880372,[ 6.10983037 11.76542639  5.65107456],41.83340176031596,6.467874593737572
P1,11,RightForeArm,336.6979277398138,[12.36181588 18.98146449  4.29378691],92.1557659277945,9.599779472873037
P1,11,RightHand,5.012030627033153,[4.31975106 1.59761082 1.52306105],1.1391317815182678,1.067301167205521
P1,11,LeftShoulder,342.03028834308657,[ 5.15785474 12.45584655  7.52646121],10.892334671007818,3.3003537190743386
P1,11,LeftUpperArm,36.79495584546775,[ 9.83899526 34.87144657  5.62763843],136.068207361471,11.664827789619142
P1,11,LeftForeArm,313.33163344911503,[22.08264342 41.88166509 25.12104921],692.3323209087044,26.312208590475723
P1,11,LeftHand,17.89715971757129,[ 2.65676478 17.33725491  3.07159035],10.799282608517649,3.2862261955802206
P1,11,RightUpperLeg,7.151535806992733,[6.63816261 0.80224244 2.41319564],4.520657906870947,2.126183883597782
P1,11,RightLowerLeg,29.61094937589537,[ 3.45064491  3.96372658 29.26792273],4.902326699285904,2.2141198475434667
P1,11,RightFoot,20.391429941544857,[ 0.48324302  0.07913596 20.38449465],0.16281805721719067,0.40350719599183194
P1,11,LeftUpperLeg,3.937558399766672,[2.64112592 0.69402338 2.45631219],0.09209740341452766,0.3034755400597018
P1,11,LeftLowerLeg,23.14970682208004,[ 5.386182    5.102782   21.66130939],15.33597784712389,3.916117700877221
P1,11,LeftFoot,6.870240266675344,[0.19708078 0.47063633 6.84830766],0.4552908366448439,0.6747524261867043
P1,12,Pelvis,19.001633560277682,[ 4.77996773 13.74945096 12.8373426 ],0.11418808813310381,0.33791728001554433
P1,12,T8,6.669202968284826,[2.09214777 4.27758136 4.50800672],3.448917291867527,1.8571260839984793
P1,12,Head,8.626299831730343,[8.47863519 1.35858351 0.52665264],0.04114770848858977,0.20284897951084144
P1,12,RightShoulder,9.785622362566173,[4.99766295 7.05571923 3.76268574],9.37165188420722,3.0613153846356993
P1,12,RightUpperArm,10.437638875854232,[5.76395222 5.14404986 5.62627017],26.669935985554584,5.164294335681748
P1,12,RightForeArm,334.5919241244574,[ 3.48214132 24.21251275  5.44878981],34.36635967103856,5.8622828037410954
P1,12,RightHand,4.913673469170954,[4.67581726 0.50758929 1.26137156],0.22132833661626172,0.4704554565697604
P1,12,LeftShoulder,342.743681709731,[ 3.16371341 16.26316181  5.04787242],4.066273038494642,2.016500195510688
P1,12,LeftUpperArm,28.671601586782018,[ 8.19802406 25.21009117 11.35382614],101.15371748335994,10.05752044409356
P1,12,LeftForeArm,328.58427850168846,[ 2.95963914 30.91142247  4.83548922],91.75422157377429,9.57884239215649
P1,12,LeftHand,20.030742773073694,[ 1.01177897 19.76826464  2.68639669],0.6059422278446369,0.7784229106627303
P1,12,RightUpperLeg,6.781729360990739,[6.54941647 1.29037327 1.25590195],0.01848365392617447,0.13595460244572255
P1,12,RightLowerLeg,40.3425173091888,[ 4.19806437  1.40957707 40.15972304],0.22738640860677192,0.47685050970589504
P1,12,RightFoot,19.650443696346954,[ 0.67754454  0.23045891 19.63595319],0.03418089287009998,0.18488075310886198
P1,12,LeftUpperLeg,10.473519277893368,[ 1.63805115  0.52163627 10.33318664],0.027241120075669485,0.16504884148539029
P1,12,LeftLowerLeg,7.784297125183937,[3.18015025 1.01586163 6.97927329],0.7219839025062057,0.8496963590049128
P1,12,LeftFoot,8.529224850613767,[0.22765282 0.32795841 8.51804304],0.09273898813061221,0.3045307671329979
P1,13,Pelvis,18.034058646840982,[ 4.72444723 12.53165501 12.62904401],0.08463928371033062,0.29092831369657135
P1,13,T8,9.826015310373878,[3.34138831 3.51673316 8.1925547 ],6.0293612003738755,2.4554757584577933
P1,13,Head,9.05255591619375,[7.62521658 0.9073526  4.7249658 ],0.14882609986943215,0.38577985933616615
P1,13,RightShoulder,13.480607742364791,[5.63643113 9.83086983 5.6987406 ],19.73386442634631,4.442281443846879
P1,13,RightUpperArm,5.594712410641312,[3.79360831 1.85086593 3.33405319],2.1846152897589253,1.4780444140007853
P1,13,RightForeArm,320.9991583642191,[ 7.06833868 38.3270268   5.4150672 ],12.678854821941698,3.5607379603028497
P1,13,RightHand,4.756230294731189,[4.16091103 1.59677425 1.67223876],0.025031273567125437,0.15821274780220915
P1,13,LeftShoulder,348.66817058985066,[4.03828943 8.3151303  4.88663778],8.346358476274519,2.8890064860215388
P1,13,LeftUpperArm,22.170930827218378,[ 2.68155701 21.27220822  5.79784757],8.012497240152243,2.830635483447532
P1,13,LeftForeArm,355.03261007792935,[3.27663941 2.76905533 1.62840573],2.0073778500169164,1.4168196250817944
P1,13,LeftHand,20.681796109840388,[ 4.04869606 19.87753226  4.81761422],0.04941087770938023,0.222285576926125
P1,13,RightUpperLeg,7.997201575467096,[7.07330333 1.36807525 3.51555104],1.2744326696136468,1.1289077329939976
P1,13,RightLowerLeg,37.98283484625602,[ 3.58585253  1.35633454 37.83440211],2.210803003938604,1.4868769296544364
P1,13,RightFoot,19.693542325882827,[ 0.49240416  0.10563325 19.6861035 ],0.14445369671791897,0.38007064700910403
P1,13,LeftUpperLeg,12.594069825520414,[ 2.30955459  1.14755223 12.33117012],0.28718740686797734,0.535898690862347
P1,13,LeftLowerLeg,7.871729059575682,[6.40677066 4.31054963 1.08086272],0.400973676558526,0.6332248230751271
P1,13,LeftFoot,8.234756219831947,[0.19650914 0.40427791 8.22099658],0.23887753844295598,0.4887509984060963
P1,14,Pelvis,17.76246851290495,[ 4.02965193 13.53049062 11.29704276],0.03081513247845327,0.17554239510287328
P1,14,T8,5.443505585276346,[3.76473375 1.47927496 3.67360119],0.6002413035372922,0.7747524143475076
P1,14,Head,8.407787769504225,[8.1248345  1.6599467  1.08084842],0.0336429410630196,0.18342012175064
P1,14,RightShoulder,11.730554819215595,[5.36181169 6.53727027 7.7010841 ],0.5987617645465221,0.7737969788946724
P1,14,RightUpperArm,9.242290855423153,[3.54160474 5.79884118 5.07160378],13.834694172164712,3.719501871509774
P1,14,RightForeArm,327.38671535055164,[10.0879289  29.8952185   7.44993743],466.85237154250063,21.606766799836127
P1,14,RightHand,5.0225561175339735,[4.41629577 1.59286306 1.39889751],0.4314200349789498,0.6568257264898733
P1,14,LeftShoulder,344.04574133865924,[ 3.43098443 13.82259198  7.61213248],1.7419867134942157,1.3198434427969916
P1,14,LeftUpperArm,15.405769303092603,[ 5.19377834 12.70221136  7.29737065],147.47377021730566,12.14387789041481
P1,14,LeftForeArm,333.35757774098715,[ 6.00378613 25.42357112  4.24687031],247.43566329689395,15.730087835002509
P1,14,LeftHand,20.39694131183555,[ 2.7077953  19.94504621  2.99552241],1.3827407690522644,1.1758999825887677
P1,14,RightUpperLeg,8.003986480132712,[6.95182934 1.66673508 3.70123162],0.06526033134952262,0.2554610172795893
P1,14,RightLowerLeg,35.081682130351155,[ 3.98191063  1.35689548 34.8832697 ],0.14251051759181588,0.3775056523971739
P1,14,RightFoot,19.34686235952906,[ 0.74992794  0.17450837 19.3302441 ],0.027235887901511584,0.16503299034287533
P1,14,LeftUpperLeg,11.88164187494445,[ 1.83382699  0.51649191 11.73292732],0.05243972651543859,0.2289972194491422
P1,14,LeftLowerLeg,7.946279935318106,[6.59403871 3.85675342 2.18596485],0.026837431410417237,0.16382133991155498
P1,14,LeftFoot,8.944550706087378,[0.17589487 0.41865756 8.93173961],0.1442773822653146,0.3798386266104523
P1,15,Pelvis,18.947553835121973,[ 4.62862025 14.21205872 12.26251078],0.15213969311419343,0.3900508852883088
P1,15,T8,16.562287650370447,[ 7.9047628   4.51703667 14.1386059 ],18.950220850061296,4.353185138500463
P1,15,Head,8.214065709883567,[8.05263204 0.42737183 1.47592059],0.04001443296599943,0.200036079160734
P1,15,RightShoulder,33.05951514967012,[13.77051704 29.87761396  1.97275247],117.70125547272023,10.849020945353558
P1,15,RightUpperArm,14.748466651756244,[ 3.98044231 11.77447413  6.37342637],35.66316418627045,5.971864381101638
P1,15,RightForeArm,316.7608704727269,[19.64756523 37.37507111 10.1285928 ],164.6949334463193,12.83335238534029
P1,15,RightHand,6.0258065731201,[5.17744959 1.39841414 1.76308959],4.963347986285899,2.227857263445282
P1,15,LeftShoulder,343.9504318243926,[ 2.45910185 14.67323656  6.11605332],2.9092582664670017,1.705654791118942
P1,15,LeftUpperArm,19.77141097070992,[16.3267906   7.50556537  4.81955055],29.772865244148406,5.456451708221049
P1,15,LeftForeArm,315.4330167750523,[19.40376941 38.60834669 19.79546573],450.64317784726467,21.228357869775625
P1,15,LeftHand,19.407372972219505,[ 2.98916012 18.82969258  2.61297723],3.184907851487851,1.784631012699222
P1,15,RightUpperLeg,12.092777975765033,[11.12638602  3.23915279  3.67943145],2.5974066457362777,1.6116471840127657
P1,15,RightLowerLeg,38.378257098099816,[ 3.59205434  1.84630593 38.22443998],10.562030514151822,3.249927770605344
P1,15,RightFoot,19.57657730901087,[ 0.32457053  0.1986534  19.57199848],0.10239894139963122,0.31999834593264886
P1,15,LeftUpperLeg,9.666013761225159,[3.28855024 1.08342864 9.04841272],0.16305790693690622,0.4038042928658711
P1,15,LeftLowerLeg,6.253796256342061,[4.76462963 3.68768542 1.16565653],0.5815765585800803,0.7626116695803181
P1,15,LeftFoot,7.768360753083311,[0.15714025 0.31867666 7.75879942],0.1739558162524185,0.41708010771603393
P1,16,Pelvis,18.3795396454712,[ 4.39785025 13.43323936 12.30765918],0.09386728814273015,0.30637768871562787
P1,16,T8,6.746334026689239,[3.30672576 3.03023281 5.09930202],0.33168560871891223,0.5759215300011905
P1,16,Head,8.772500706174617,[7.8362502  1.09160751 3.61169012],0.06429384166019547,0.253562303310637
P1,16,RightShoulder,9.137943265221972,[1.12035606 8.93870534 0.79687772],1.3313091013827187,1.153823687303532
P1,16,RightUpperArm,9.94363011796572,[4.63178116 6.48969843 4.22705986],2.9887456058679756,1.7287988910998224
P1,16,RightForeArm,326.4649877251347,[ 6.64708445 30.94112728  6.99913726],161.50065067419547,12.708290627546864
P1,16,RightHand,5.556508122292326,[5.13291102 1.05943217 1.51928567],0.6934052108470178,0.832709559718764
P1,16,LeftShoulder,348.64180578793474,[0.45546274 9.03694462 6.8614819 ],0.24378520608889415,0.4937460947581197
P1,16,LeftUpperArm,16.985198163382847,[ 1.14249958 16.04104737  5.16746723],51.398391985308336,7.169267186073367
P1,16,LeftForeArm,330.750694047837,[13.63786415 25.77085091 12.09813827],535.4502655556635,23.139798304126668
P1,16,LeftHand,19.95571622614159,[ 1.65322965 19.69299954  2.40147314],1.9012649636661854,1.378863649410697
