Subject,Movement,Segment1,Segment2,TotalAngleAvgError,TotalEulerAvgError,MeanSquaredError,Standard Deviation
P2,3,RightUpperArm,RightForeArm,36.28738932144739,[16894.97830083 46791.0307887  13549.28270514],491.0606292240049,22.15988784321809
P2,3,LeftUpperArm,T8,11.344361755050768,[ 9340.88563652  8652.0131698  11687.85680777],12.688450582691903,3.5620851453456166
P2,3,LeftUpperArm,LeftForeArm,35.88598416380319,[11124.35863438 50793.50058039 27220.49791888],649.5308370924982,25.485894865444656
P2,3,RightForeArm,RightHand,37.96002337487195,[44717.04904337 20868.42618375 47581.1121998 ],1157.678069663243,34.0246685459718
P2,3,LeftForeArm,LeftHand,47.74190375697124,[32462.51547696 31058.37811225 56923.9202792 ],937.9187769851172,30.625459620797812
P2,3,T8,Pelvis,5.2055608195601515,[4736.28826949 3065.10527782 5395.26971361],1.879731617634384,1.3710330476084025
P2,3,Pelvis,RightUpperLeg,8.525739121709188,[ 4829.23927171  4879.3459203  11735.62359425],5.489712360744834,2.3430135212466943
P2,3,Pelvis,LeftUpperLeg,4.353830114581877,[1236.04406829 2335.48437133 5714.58538675],4.3393676712469285,2.083114896314394
P2,3,RightUpperLeg,RightLowerLeg,3.594652696902731,[4143.23612023 1099.65711549 3339.88276495],3.594696059756022,1.8959683699249894
P2,3,LeftUpperLeg,LeftLowerLeg,14.084034655291644,[ 1623.94040922  1795.57387405 22550.96180431],5.23814140581442,2.288698627127307
P2,3,RightLowerLeg,RightFoot,4.922878501747795,[ 780.6909845  5061.27052249 6020.50499975],0.3455525952667327,0.5878372183408709
P2,3,LeftLowerLeg,LeftFoot,17.993728955851456,[ 1428.88026103   838.67138156 28930.61225703],1.692366777944505,1.3009099807229187
P2,4,Head,T8,14.692964096215512,[ 4589.89820707  4820.96041832 11359.32176777],12.406359066484123,3.5222661833660616
P2,4,RightUpperArm,T8,9.539040200079176,[2335.19139444 5761.45070025 5196.12677829],10.5559199024261,3.2489875195860787
P2,4,RightUpperArm,RightForeArm,12.77051539306935,[ 3270.82369079 10586.98415272  1875.99274296],63.331785102081405,7.958126984541112
P2,4,LeftUpperArm,T8,28.452031479951522,[ 1968.30623697  3423.97864178 26272.62619757],61.74586971492704,7.8578540146102895
P2,4,LeftUpperArm,LeftForeArm,17.31083463493457,[ 3306.51940349 14562.24616551  4401.67468761],261.18213195050646,16.161130280723143
P2,4,RightForeArm,RightHand,10.640544356426991,[3316.88948988 8114.40293505 3457.61267657],24.50581113524732,4.9503344468073385
P2,4,LeftForeArm,LeftHand,14.227023517275347,[ 4930.54550935 11575.93885457  2148.83409616],62.210306717829866,7.8873510583610935
P2,4,T8,Pelvis,12.834067251074,[3272.68636722 8739.93771488 6885.95233948],11.518813183196869,3.393937710565247
P2,4,Pelvis,RightUpperLeg,6.853542166591933,[3267.11712386 2565.52812279 4008.84801757],7.278389518771958,2.6978490541118045
P2,4,Pelvis,LeftUpperLeg,9.037871160029749,[4046.2239133  2090.57688964 6307.31361047],12.071824584755927,3.4744531346322582
P2,4,RightUpperLeg,RightLowerLeg,10.025100028853066,[4619.56699867 3844.81884133 6131.16617752],59.647223751351554,7.723161512706539
P2,4,LeftUpperLeg,LeftLowerLeg,20.377940246599348,[ 5027.26318157  6167.0158596  14967.85097766],23.296272105822926,4.826621189385275
P2,4,RightLowerLeg,RightFoot,8.77536265408367,[2754.53199061 4278.60035499 5467.07828893],31.535139040344006,5.615615642148597
P2,4,LeftLowerLeg,LeftFoot,17.604990903997635,[ 3629.84763456  4555.49706204 14533.24061803],41.8607424246074,6.469987822601168
P2,5,Head,T8,19.64395039430897,[14448.38427686  7357.11703708 20748.23553967],52.874659909628015,7.271496400991203
P2,5,RightUpperArm,T8,14.882387332502125,[ 1539.57534848 16122.6253935  12482.28806923],42.21803473737727,6.497540668389639
P2,5,RightUpperArm,RightForeArm,18.160459640186797,[ 4447.77508292 22429.68074599  6516.30960667],49.41957800159409,7.029905973880027
P2,5,LeftUpperArm,T8,28.10687827555762,[ 6792.33835352  8067.71013474 37187.57969863],58.734236601828236,7.663826498677292
P2,5,LeftUpperArm,LeftForeArm,13.449616880145294,[ 2943.13772131 15757.29315328  6418.81529554],34.35891149428132,5.861647506826158
P2,5,RightForeArm,RightHand,17.86485393598763,[ 4856.91762448 20350.0936933  11390.63756849],40.47472581959183,6.361974993631446
P2,5,LeftForeArm,LeftHand,11.829436358859432,[ 6511.10575606 13525.23603762  2770.46694768],16.54513749754736,4.067571449593401
P2,5,T8,Pelvis,12.872552223990517,[ 6372.94526988 11286.25634465 12449.43682718],31.679909088225585,5.628490835759226
P2,5,Pelvis,RightUpperLeg,6.810523814668115,[6035.8626401  6742.82434154 1631.83923963],2.150639753339073,1.4665059677134196
P2,5,Pelvis,LeftUpperLeg,10.561359447071403,[  459.75789333  1823.0631671  14452.55475174],4.925790114541964,2.219412110118795
P2,5,RightUpperLeg,RightLowerLeg,8.0778026545193,[7995.5324685  2001.76876662 7134.36912374],5.984321797268809,2.446287349693165
P2,5,LeftUpperLeg,LeftLowerLeg,20.74153307881267,[ 2613.89844004  1562.18915642 28524.34466604],7.279907490502918,2.698130369441573
P2,5,RightLowerLeg,RightFoot,4.918263010220709,[2285.92630936 4629.61697749 3888.75328756],1.0188024376121445,1.0093574379832668
P2,5,LeftLowerLeg,LeftFoot,16.127189711024702,[ 1866.33058272  1128.37255047 22190.99508739],11.259392970814048,3.3555018955163844
P2,6,Head,T8,11.236430714461315,[ 3713.04679534  4777.00577732 11305.87994463],3.992601522813056,1.9981495246384982
P2,6,RightUpperArm,T8,10.978522962163709,[2008.51208711 9834.53538929 7680.0870529 ],5.128857237757808,2.264698045602947
P2,6,RightUpperArm,RightForeArm,32.71970178420439,[ 1267.55409045 38781.21785186  5456.24380616],17.9725630168109,4.239405974521772
P2,6,LeftUpperArm,T8,29.827792056266805,[ 1421.52943423  5478.91081981 35235.81781145],6.179164727690607,2.4857925753551133
P2,6,LeftUpperArm,LeftForeArm,36.090215612564535,[ 6669.56470796 42560.28945002  6542.31515545],9.17475490888642,3.02898578882213
P2,6,RightForeArm,RightHand,34.87678091240239,[ 1843.4557801  40040.27586964 12120.65650479],18.849547903167018,4.3416066039159995
P2,6,LeftForeArm,LeftHand,11.328399702281706,[ 5455.7934239  12237.20364866  1273.34480794],3.8861797271567613,1.9713395768250486
P2,6,T8,Pelvis,8.386164608460804,[4015.15852355 6851.23809301 5157.3859608 ],1.2087642881174663,1.0994381693016968
P2,6,Pelvis,RightUpperLeg,7.995927731557103,[4085.05487068 5715.6633592  6014.76202461],5.687923095556669,2.384936706824034
P2,6,Pelvis,LeftUpperLeg,8.671892829059303,[1087.60695519 1445.44682185 9815.755318  ],18.650529990093887,4.318625937736896
P2,6,RightUpperLeg,RightLowerLeg,10.105865927119568,[ 5417.72744765   930.15751951 10546.56263132],19.782678232215105,4.44777227746825
P2,6,LeftUpperLeg,LeftLowerLeg,15.983153687933541,[ 1676.28535523  2076.02740544 18941.3264604 ],10.444304306890746,3.231764890410617
P2,6,RightLowerLeg,RightFoot,13.225211452765139,[ 1759.09907603  5192.07659969 14027.87007852],26.013947311020406,5.100386976595051
P2,6,LeftLowerLeg,LeftFoot,13.126329284848826,[ 2906.80676582  1671.50223452 14957.51160601],53.03055055999591,7.282207808075509
P2,7,Head,T8,7.825955785599199,[3386.76512268 5509.0630686  5251.69649663],5.537033720285253,2.353090249073599
P2,7,RightUpperArm,T8,9.204741342830308,[4057.9704573  9606.81727149 3638.79528641],12.193783864299242,3.491959888701364
P2,7,RightUpperArm,RightForeArm,39.807092217401184,[ 3025.49270792 46981.15833132  8119.09312212],6.493332258638158,2.5482017696089447
P2,7,LeftUpperArm,T8,19.15019108411387,[ 3165.86967377  4702.96297991 22037.29692736],32.66777793008853,5.715573280965658
P2,7,LeftUpperArm,LeftForeArm,38.0116292258168,[11094.62600036 43834.6699933   9440.65296531],19.087030967221793,4.368870674124126
P2,7,RightForeArm,RightHand,40.034699978383436,[ 1254.14742199 46467.97681206 12103.71086534],4.628999548290746,2.1515109919056297
P2,7,LeftForeArm,LeftHand,19.43515558891427,[ 6067.25012586 22095.12909025  1907.58347734],23.350544842239024,4.832240147409793
P2,7,T8,Pelvis,7.360897383700932,[1324.11674624 7405.94083339 3609.4496624 ],4.756501670635925,2.180940547249265
P2,7,Pelvis,RightUpperLeg,6.48939716736434,[3453.2911549  5636.60282578 3776.6691864 ],0.9930961347629012,0.9965420888065396
P2,7,Pelvis,LeftUpperLeg,6.979423021720109,[ 974.54287617 1421.84787518 7955.60223787],2.098673640553757,1.4486799648486055
P2,7,RightUpperLeg,RightLowerLeg,9.862270495625305,[ 4409.0264452    850.30396208 10909.68718968],4.238617413194325,2.0587902790702906
P2,7,LeftUpperLeg,LeftLowerLeg,23.58273881486113,[ 1590.6678396   1293.39951153 28250.97048892],2.6072988543303524,1.6147132421363095
P2,7,RightLowerLeg,RightFoot,11.463680975791636,[  611.76313475  5453.5896513  12435.80482422],5.384513290710907,2.320455405887152
P2,7,LeftLowerLeg,LeftFoot,20.303046772433984,[ 4787.53127192   994.26228621 23879.2393979 ],7.504988243094247,2.739523360567354
P2,8,Head,T8,20.947286034770574,[19199.36393745  7959.94667229 16873.50463366],115.93906666319045,10.76750048354726
P2,8,RightUpperArm,T8,35.012925291041796,[28780.0121297  11258.21950129 34004.14989866],209.66753216718018,14.479900972285003
P2,8,RightUpperArm,RightForeArm,30.78955910845239,[ 6816.19415589 36731.72167903 10724.62551704],251.48429804342308,15.858256462909884
P2,8,LeftUpperArm,T8,22.261391621812205,[ 7710.72238235 11251.59930818 25083.97601182],179.99455573168882,13.416204967563996
P2,8,LeftUpperArm,LeftForeArm,36.96245928721721,[ 6449.69818876 46298.93738715  5971.03837808],277.6501772275784,16.662838210448374
P2,8,RightForeArm,RightHand,51.15609176877511,[14347.84639932 62501.37035129 17159.85039212],492.0266993650495,22.181674854822155
P2,8,LeftForeArm,LeftHand,32.62547147330733,[ 4889.19772792 40501.4216193   8086.20856411],189.62206797595513,13.77033289270652
P2,8,T8,Pelvis,15.314695687775336,[13086.56661998  3916.46698205 12289.46322287],101.67568336052058,10.083436088978825
P2,8,Pelvis,RightUpperLeg,16.350747327006683,[ 5482.05070497 17217.30655002  8837.47078784],69.88646362030906,8.359812415378054
P2,8,Pelvis,LeftUpperLeg,17.17919092334211,[ 3640.74268202 12664.45142832 14973.49875653],58.42965072786235,7.643929011173662
P2,8,RightUpperLeg,RightLowerLeg,19.24220023738138,[ 9408.49437549 18801.6097959   6811.05150309],125.49726009934554,11.202555962785704
P2,8,LeftUpperLeg,LeftLowerLeg,32.9240130868306,[11682.39096921 22109.35292156 25304.28758327],112.48225494875983,10.60576517507152
P2,8,RightLowerLeg,RightFoot,14.005436202863303,[ 6844.58071136 12580.04016747  6720.48627194],47.297922809183255,6.877348530442765
P2,8,LeftLowerLeg,LeftFoot,25.116985954522512,[12911.70139073 13662.51107554 25063.2917866 ],60.328626544608326,7.767150477788384
P2,9,Head,T8,13.588430790027806,[ 6995.6171206  13631.59318414 11275.35280721],85.0797264420424,9.22386721728161
P2,9,RightUpperArm,T8,26.865981062661618,[23024.01586955 32771.17037443 16002.34194978],186.66411827948198,13.66250775953968
P2,9,RightUpperArm,RightForeArm,41.080932355814696,[25010.23331613 56195.91310611 18842.38001372],286.34476576655146,16.921724668796365
P2,9,LeftUpperArm,T8,27.054901984831762,[16761.88100277 23224.93452822 25514.27265092],101.94581780989175,10.096822163923248
P2,9,LeftUpperArm,LeftForeArm,51.841765034036605,[26907.24926114 82719.35329    32309.03926432],438.5585370829366,20.941789252185128
P2,9,RightForeArm,RightHand,38.26552784966147,[13226.46587253 55308.1463277  22279.67682713],382.83511973108733,19.56617284322837
P2,9,LeftForeArm,LeftHand,49.62877804298189,[14149.65028648 69215.89028847 41496.47149735],352.12515497271306,18.76499813409831
P2,9,T8,Pelvis,12.957395879757758,[ 6095.80240339 17613.84738898  6767.51976815],102.12564133031138,10.105723196798504
P2,9,Pelvis,RightUpperLeg,6.7611072348740215,[ 1550.78279465 10716.3597619   2148.34165404],0.3755762419740932,0.6128427546884219
P2,9,Pelvis,LeftUpperLeg,9.744454802579876,[ 1396.430175    1552.53675167 15867.35243721],6.281281014200342,2.5062483943536686
P2,9,RightUpperLeg,RightLowerLeg,2.9327289441425846,[1186.21567136 3275.48897025 2883.04031583],0.7028628506304034,0.8383691613068812
P2,9,LeftUpperLeg,LeftLowerLeg,31.799565484393316,[ 1325.76886095  1709.06174212 52235.33462221],3.641400346457989,1.9082453580339163
P2,9,RightLowerLeg,RightFoot,4.0500311976612,[1863.77877661 5107.27044364 3398.02718506],0.2820916496055575,0.531123007979844
P2,9,LeftLowerLeg,LeftFoot,23.072936199560548,[ 2767.17809011   911.16733159 37833.43465896],4.688956165514311,2.1653997703690444
P2,10,Head,T8,18.34716487526679,[ 9201.96487017 24171.79016686 12996.33497341],164.62678348186859,12.830696921128975
P2,10,RightUpperArm,T8,38.369536558095625,[26990.31284703 52340.31454565 31109.83816438],258.0077527488893,16.062619734927715
P2,10,RightUpperArm,RightForeArm,35.243389126304855,[42788.22603029 35930.07588621 13086.10889172],135.77454320334664,11.652233399797082
P2,10,LeftUpperArm,T8,30.436167952115554,[11614.54207234 33473.22620257 27766.97139646],172.50006031852686,13.133927832850569
P2,10,LeftUpperArm,LeftForeArm,15.925494440166386,[13319.88397135 18573.20285688  8771.21256599],53.80777831003328,7.335378538973519
P2,10,RightForeArm,RightHand,24.65424946646507,[16010.3860172  35826.38565862 15567.69328702],262.00104918505025,16.186446465640635
P2,10,LeftForeArm,LeftHand,24.30083627175069,[17589.69052791 24464.14805008 19309.1850218 ],45.37582095176078,6.736157729133187
P2,10,T8,Pelvis,18.818903593482595,[15095.54658395 25920.96000443 13860.76574585],184.35431770407612,13.577714008774677
P2,10,Pelvis,RightUpperLeg,7.50776117251225,[ 3278.67406567 10364.09627417  7249.87002151],0.38480910807295243,0.6203298381288397
P2,10,Pelvis,LeftUpperLeg,9.547194509681693,[ 1615.8071472   3121.92054029 16189.68775046],2.1224460006683477,1.4568616957928255
P2,10,RightUpperLeg,RightLowerLeg,2.5946466076822907,[2309.59197549 1742.70205713 3157.93315379],0.19115588489848379,0.43721377482701046
P2,10,LeftUpperLeg,LeftLowerLeg,23.345777366805585,[ 1844.40820042  1421.8995663  40437.70581373],1.0699666048646397,1.0343919010049527
P2,10,RightLowerLeg,RightFoot,7.154555768348602,[4539.3839211  6474.98787767 9358.334014  ],0.4045974925383829,0.6360797847270285
P2,10,LeftLowerLeg,LeftFoot,15.173903397947367,[ 5171.9013967   2388.99764835 25628.47385051],0.30337905334131526,0.5507985596761444
P2,11,Head,T8,6.783617729497312,[2836.37247802 1007.87151304 7653.78533141],5.224958645588766,2.2858168442788163
P2,11,RightUpperArm,T8,17.192629074977752,[ 6760.11427963 12046.67881003 14487.05645675],53.04163873374966,7.282969087793086
P2,11,RightUpperArm,RightForeArm,47.532074880990855,[39364.4568394  38833.38891435  8125.18252306],289.92883375683743,17.02729672487202
P2,11,LeftUpperArm,T8,19.57234579091995,[ 6962.30710134  5004.92810107 21064.82352366],93.59274235159288,9.674334207147947
P2,11,LeftUpperArm,LeftForeArm,40.401194269111095,[35489.57608169 20299.93151636 21535.51933724],180.73628090244395,13.443819431338847
P2,11,RightForeArm,RightHand,30.039407692059743,[21880.68349485 21768.05863207 22474.45828867],134.90660082083073,11.614930082477068
P2,11,LeftForeArm,LeftHand,28.549213095960646,[24330.35759315 20144.35743782  7529.92267171],47.727010930122965,6.908473849564965
P2,11,T8,Pelvis,4.370454172804792,[1152.12877967 3214.05832688 3488.64046877],1.0943050345233787,1.0460903567681803
P2,11,Pelvis,RightUpperLeg,8.159498058598414,[3672.0045216  6966.88829285 6439.24573837],0.2171376482783128,0.4659803088954648
P2,11,Pelvis,LeftUpperLeg,8.41572211447082,[  952.22276546  1261.35657752 10271.13738721],0.4071972799771005,0.638120114067172
P2,11,RightUpperLeg,RightLowerLeg,5.045191626903123,[1076.63395133 2097.31748787 5753.44574471],0.6884112031405406,0.8297054918105222
P2,11,LeftUpperLeg,LeftLowerLeg,25.271042491018505,[ 1147.97196331   607.02484494 31181.0090974 ],0.15220779246056437,0.3901381709863371
P2,11,RightLowerLeg,RightFoot,9.497350245955133,[ 2125.94723959  4254.53273795 10656.69594885],0.19694570611753942,0.44378565334803177
P2,11,LeftLowerLeg,LeftFoot,18.341064736171713,[ 3922.74706091  1134.22499454 22246.58516436],0.23690146072295984,0.4867252415099918
P2,12,Head,T8,6.890482197821646,[1280.51407954 2414.07536231 5754.55198466],29.207963831320736,5.404439270758877
P2,12,RightUpperArm,T8,9.912440145549239,[2835.25920356 5109.03177319 7347.17288171],17.034663794854207,4.127307087539551
P2,12,RightUpperArm,RightForeArm,13.803972064118316,[  909.61562697 11728.85800324  4780.51218365],26.97881399981221,5.1941133988210355
P2,12,LeftUpperArm,T8,7.858725823343655,[2469.77225039 2539.9850688  5970.12528603],16.233365101968698,4.0290650406724255
P2,12,LeftUpperArm,LeftForeArm,9.717946565021894,[4944.37102942 7243.21199338 1642.48825294],17.055555008247488,4.12983716485862
P2,12,RightForeArm,RightHand,7.455717723566152,[1345.51501672 4224.95111822 5233.27383064],2.8856621691200917,1.6987236882789654
P2,12,LeftForeArm,LeftHand,8.568118072536052,[2566.29603957 6550.10546867 2500.7306501 ],8.749457669558362,2.9579482195532703
P2,12,T8,Pelvis,7.701229177535567,[2626.17951497 3968.07979567 4657.8711704 ],10.121169374139006,3.181378533613849
P2,12,Pelvis,RightUpperLeg,5.631280185492554,[2271.77591655 4957.42576855  419.27667178],0.4020242699832084,0.6340538383948231
P2,12,Pelvis,LeftUpperLeg,8.386991321181513,[ 315.737612    551.4926597  8139.91807051],1.3101749210515552,1.144628726291436
P2,12,RightUpperLeg,RightLowerLeg,2.8670547537129116,[1647.54913174 1559.89219469 1559.42888742],0.4657431257237059,0.6824537535421034
P2,12,LeftUpperLeg,LeftLowerLeg,24.002210753584063,[ 3505.51921706  1679.6731065  23101.00182189],0.8139888480018026,0.9022133051567144
P2,12,RightLowerLeg,RightFoot,3.116219190917696,[ 388.81305171 2762.56871578 1010.46647221],0.06789311774949919,0.26056307825457387
P2,12,LeftLowerLeg,LeftFoot,16.924961206138896,[ 5507.23758172  2317.30496398 15250.52944085],0.17080874082273895,0.413290141211642
P2,13,Head,T8,6.055782126080983,[2713.60745867 1116.61909623 5478.11079636],1.5538238569229996,1.246524711717742
P2,13,RightUpperArm,T8,9.135349731537818,[1666.56462177 4497.40508663 7428.53703296],13.367002539968649,3.6560911558614957
P2,13,RightUpperArm,RightForeArm,26.538304416900502,[19981.96599613 18476.24958053  8678.96885089],478.3653654841588,21.871565227119863
P2,13,LeftUpperArm,T8,11.589445477613623,[1866.10673964 5149.78800243 9958.1561186 ],18.78695030923734,4.334391573131959
P2,13,LeftUpperArm,LeftForeArm,26.417135398972402,[13962.13602495 18473.70909527  8274.73464138],58.12453117799024,7.623944594367816
P2,13,RightForeArm,RightHand,20.188889111337023,[ 9300.48426182 16200.02751219 10489.79080177],196.60611051967146,14.021630094952279
P2,13,LeftForeArm,LeftHand,16.722830181754297,[ 9039.67448822 10668.70468393  7323.93051555],41.8821542159253,6.471642312112537
P2,13,T8,Pelvis,4.724157511821572,[1124.24387252 3745.61490185 2854.53667139],0.11663659679000203,0.3415210049030689
P2,13,Pelvis,RightUpperLeg,6.105635648344506,[3011.21633396 4879.74019477 2775.81305005],0.1437713612913357,0.37917194159290807
P2,13,Pelvis,LeftUpperLeg,7.198096394284114,[ 320.2774313   406.82027745 7442.73882361],1.463891046819348,1.209913652629537
P2,13,RightUpperLeg,RightLowerLeg,3.0561632472054314,[1702.80819464  387.56318155 2592.86329375],0.3648672053819836,0.60404238707394
P2,13,LeftUpperLeg,LeftLowerLeg,16.07430974321897,[  702.52504296  2518.12007608 16458.09147013],0.6466984141304966,0.804175611499439
P2,13,RightLowerLeg,RightFoot,6.568793940116665,[3948.18568725 4209.62826531 3374.52388745],0.15136818197303503,0.3890606404829908
P2,13,LeftLowerLeg,LeftFoot,10.538289398391003,[ 2361.17770537  1488.24413948 10541.40620113],2.589332619373266,1.6091403355124954
P2,14,Head,T8,18.70032675703987,[10427.78333466  3614.78112408 17014.69656553],78.62045490158447,8.8668176310097
P2,14,RightUpperArm,T8,30.057908386373178,[17033.44831466 24076.82159326 15418.79506695],116.40450394905004,10.789091896403981
P2,14,RightUpperArm,RightForeArm,72.55083839318964,[76860.84020148 56262.55998016 54259.73753267],1176.8911229233256,34.305846774614466
P2,14,LeftUpperArm,T8,17.04463665759249,[ 6459.3523841   5675.53410196 14393.75371246],22.592954684470474,4.753204675213395
P2,14,LeftUpperArm,LeftForeArm,26.4980994990704,[ 7016.99087065 24139.93396588 10155.90151258],261.59819602474505,16.173997527659793
P2,14,RightForeArm,RightHand,58.6246837392365,[33504.1739121  52695.08919011 41007.31152236],731.6841342180196,27.049660519459753
P2,14,LeftForeArm,LeftHand,22.073156327337408,[10943.38410036 19183.50870515  4725.75839314],109.45561152364236,10.462103589796957
P2,14,T8,Pelvis,17.111735042097497,[ 5424.96293819  8716.09041915 14539.66546162],64.48016795634703,8.029954418074055
P2,14,Pelvis,RightUpperLeg,6.223990523751134,[1976.13754947 5876.68937177 2470.37382154],0.18786040336426618,0.4334286600632983
P2,14,Pelvis,LeftUpperLeg,8.950648807234119,[ 382.56784754  901.52159055 9561.73676409],2.87626468631745,1.6959553904267204
P2,14,RightUpperLeg,RightLowerLeg,11.739632917137211,[ 5904.0692579   2169.53556549 11063.7177773 ],0.4539207133221232,0.6737363826617375
P2,14,LeftUpperLeg,LeftLowerLeg,7.355563385333281,[4105.35052659  761.56114185 6607.40117331],1.0222147658018013,1.0110463717366287
P2,14,RightLowerLeg,RightFoot,11.791867345440664,[ 3453.52849746  2132.80814377 12086.16039267],0.6115666947347972,0.7820272979473268
P2,14,LeftLowerLeg,LeftFoot,5.690409887059199,[6035.31660655  558.98295423  687.14310205],0.08904851407729943,0.2984099765043043
P2,15,Head,T8,5.899732806992449,[3430.81596395  440.34220211 5829.34025185],0.9161614077510155,0.9571632085235076
P2,15,RightUpperArm,T8,34.54145736292435,[ 6728.36805804  5662.02720589 38518.03671482],245.26233707419243,15.660853650877158
P2,15,RightUpperArm,RightForeArm,44.6553903581279,[36591.3672579  44548.75147957 27949.73348475],1100.3661204666348,33.171766918068066
P2,15,LeftUpperArm,T8,36.296999661132155,[ 2415.10425497  3662.29267063 41884.37014141],74.6764615707638,8.641554349233928
P2,15,LeftUpperArm,LeftForeArm,46.56718308584753,[16949.77518701 50837.82769563 22463.8923173 ],634.908988221848,25.197400425874253
P2,15,RightForeArm,RightHand,51.656856147389384,[43454.03024514 44211.55764954 47229.17192671],1419.5977596661837,37.677549809749884
P2,15,LeftForeArm,LeftHand,45.4788720974119,[41104.70744736 42932.6781412  43556.41604541],1394.7411837919308,37.34623386356288
P2,15,T8,Pelvis,5.138150020171835,[1329.66033922 3874.58348054 4268.61447273],0.10497811473012285,0.3240032634559764
P2,15,Pelvis,RightUpperLeg,6.26468619329858,[3937.46579433 6070.8603996   689.51674003],0.035621992739360626,0.1887378942855955
P2,15,Pelvis,LeftUpperLeg,5.988488028931978,[ 383.42801721  309.90252415 6948.00935931],0.10803051126502142,0.32867995263633193
P2,15,RightUpperLeg,RightLowerLeg,3.0898240073932635,[ 223.5354477  2075.34747312 2911.65366892],0.27955557375627904,0.5287301521156884
P2,15,LeftUpperLeg,LeftLowerLeg,18.561598038614022,[ 1933.35811001  2009.87380415 21449.45717046],0.033317329834071686,0.18253035318563235
P2,15,RightLowerLeg,RightFoot,4.034886863464115,[2591.6423955  3625.11306662 1268.65815182],0.1329963254477899,0.3646866126522742
P2,15,LeftLowerLeg,LeftFoot,13.830376270899924,[ 4717.50483415  1653.71540262 15244.24858132],0.0956553340182799,0.30928196523282747
P2,16,Head,T8,11.96605862864682,[18570.62951871 19159.58389174 25202.28722957],19.680480527432717,4.436268761857504
P2,16,RightUpperArm,T8,23.94565274851455,[27398.63535658 60590.11660085 41485.87462958],65.75092210876724,8.108694229576502
P2,16,RightUpperArm,RightForeArm,41.154425178809156,[ 56751.57294665 118251.56720344  30740.20178883],291.846100654676,17.08350375814856
P2,16,LeftUpperArm,T8,12.88908180975566,[25956.32736492 11848.09106266 24192.4257686 ],32.82600690291675,5.729398476534579
P2,16,LeftUpperArm,LeftForeArm,25.654637597197812,[52934.14928939 53620.44351893 30623.71155605],73.8347044629737,8.592712287920136
P2,16,RightForeArm,RightHand,31.427563155954797,[47888.91921857 62749.43428693 42498.7483475 ],200.89315636141595,14.17367829328068
P2,16,LeftForeArm,LeftHand,33.515073970484465,[ 10977.04614122 103644.15815555  32090.38185595],238.8086028191833,15.453433366704736
P2,16,T8,Pelvis,17.397918969499713,[15792.68947886 23980.45588789 44561.37066128],71.32503589187495,8.445415081088374
P2,16,Pelvis,RightUpperLeg,15.791530107922178,[12645.7954211  26296.29922615 42341.75971947],44.88123913015594,6.699346171840648
P2,16,Pelvis,LeftUpperLeg,11.067019028395483,[ 7636.62112995 14926.47564227 31444.35428996],95.95973824435167,9.795904156551945
P2,16,RightUpperLeg,RightLowerLeg,11.778816950859174,[14190.91650474 24303.37441888 21017.15640986],60.72269830023633,7.7924770323842685
P2,16,LeftUpperLeg,LeftLowerLeg,21.951506760809202,[15451.40147632 24716.34034638 59007.51933551],66.44331756813264,8.151277051366408
P2,16,RightLowerLeg,RightFoot,10.08168581725287,[ 8346.53238272 12310.96318259 27666.48503637],40.267168794827825,6.345641716550646
P2,16,LeftLowerLeg,LeftFoot,16.97671445749695,[15657.50262706 15760.28857767 50270.17425546],95.57935395815596,9.776469401484155
P2,17,Head,T8,14.002193924694186,[24326.48952417 18678.48405466 31895.43654832],52.17607654559897,7.223300945246499
P2,17,RightUpperArm,T8,21.94130735999108,[36932.92966923 44962.44300183 39041.49038935],123.56653374449797,11.116048477066748
P2,17,RightUpperArm,RightForeArm,34.813947720040645,[64972.86229788 81410.596252   29572.04423681],256.8772699468986,16.027391239590383
P2,17,LeftUpperArm,T8,17.431531146133466,[26652.67017829 30632.08952483 32449.13736452],76.81801470283924,8.764588678474263
P2,17,LeftUpperArm,LeftForeArm,20.254918914810276,[35119.89841627 48082.92912374 20365.16714321],87.53991653165824,9.356276852020692
P2,17,RightForeArm,RightHand,25.88146008951629,[49892.18776534 58623.56854437 29279.57176928],155.43371361833613,12.46730578827423
P2,17,LeftForeArm,LeftHand,30.3786408638844,[36977.37845022 87240.95337587 30981.27035631],132.67923161261817,11.518647125970054
P2,17,T8,Pelvis,13.378684455255057,[24427.10592573 21542.57856785 21080.27320489],55.18504063208305,7.4286634485675185
P2,17,Pelvis,RightUpperLeg,12.225621152581406,[13692.39120487 19351.34261776 28735.57745443],63.66580388005897,7.979085403732621
P2,17,Pelvis,LeftUpperLeg,19.81465657610506,[17587.24921455 22628.06424486 50288.14056895],71.03201623503514,8.428049373077684
P2,17,RightUpperLeg,RightLowerLeg,16.953523289156117,[22680.13047115 36990.50539217 26163.34483333],90.5986115025266,9.518330289632031
P2,17,LeftUpperLeg,LeftLowerLeg,36.989203989968374,[28350.31450916 46691.52078882 96548.28437019],114.84308262663896,10.71648648702731
P2,17,RightLowerLeg,RightFoot,11.883010454585436,[11327.32301018 22335.29670935 24121.23639773],43.315238251175586,6.581431322377799
P2,17,LeftLowerLeg,LeftFoot,24.58254495073718,[22918.53500611 28350.40629112 66945.76542453],63.03227592749248,7.939286865171989
P2,18,Head,T8,24.86995506891772,[ 17929.82700981  18335.16860931 111308.42081458],42.52583930916399,6.521183888617464
